event,parameter,model_a,model_b,corrected_S90
GW250104_015122,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.0045604338860700065
GW250104_015122,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.11494393704668195
GW250104_015122,chirp_mass_source,IMRPhenomXPNR,NRSur7dq4,0.11096813877270083
GW250104_015122,chi_eff,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.14616170366269365
GW250104_015122,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.12855739439672503
GW250104_015122,chi_eff,IMRPhenomXPNR,NRSur7dq4,0.019357462810143514
GW250104_015122,luminosity_distance,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.04310492813139964
GW250104_015122,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.17335008219258763
GW250104_015122,luminosity_distance,IMRPhenomXPNR,NRSur7dq4,0.13338559183399856
GW250104_015122,final_mass_source,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.001336823696739618
GW250104_015122,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08945533956921844
GW250104_015122,final_mass_source,IMRPhenomXPNR,NRSur7dq4,0.09063731800752635
GW250104_015122,final_spin,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.12411226735983781
GW250104_015122,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.20020974851818724
GW250104_015122,final_spin,IMRPhenomXPNR,NRSur7dq4,0.07267366693104689
GW250109_074552,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.0726814164796333
GW250109_074552,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.028831456936541995
GW250109_074552,chirp_mass_source,IMRPhenomXPNR,NRSur7dq4,0.043512091532079626
GW250109_074552,chi_eff,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.2196406518972358
GW250109_074552,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.07944067730017258
GW250109_074552,chi_eff,IMRPhenomXPNR,NRSur7dq4,0.14364728957848638
GW250109_074552,luminosity_distance,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.016778158738733187
GW250109_074552,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.00544532759404952
GW250109_074552,luminosity_distance,IMRPhenomXPNR,NRSur7dq4,0.022268963523312722
GW250109_074552,final_mass_source,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.06731540891911328
GW250109_074552,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04955511519864548
GW250109_074552,final_mass_source,IMRPhenomXPNR,NRSur7dq4,0.017148466249743897
GW250109_074552,final_spin,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.18593614522436616
GW250109_074552,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.10927268456963835
GW250109_074552,final_spin,IMRPhenomXPNR,NRSur7dq4,0.08247036664932554
GW250118_023225,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.07221988910146135
GW250118_023225,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0018310320929776837
GW250118_023225,chirp_mass_source,IMRPhenomXPNR,NRSur7dq4,0.07519356624695644
GW250118_023225,chi_eff,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.06603342927850933
GW250118_023225,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.044749282469932324
GW250118_023225,chi_eff,IMRPhenomXPNR,NRSur7dq4,0.11225123565309475
GW250118_023225,luminosity_distance,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.07465196053974148
GW250118_023225,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0023951486976429813
GW250118_023225,luminosity_distance,IMRPhenomXPNR,NRSur7dq4,0.07241767208415639
GW250118_023225,final_mass_source,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.05482693358394898
GW250118_023225,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.022923805749361363
GW250118_023225,final_mass_source,IMRPhenomXPNR,NRSur7dq4,0.0783491182884136
GW250118_023225,final_spin,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.05401475668966433
GW250118_023225,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02881078616977237
GW250118_023225,final_spin,IMRPhenomXPNR,NRSur7dq4,0.026108898433549195
GW250118_170523,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.01062961508522997
GW250118_170523,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.108055400350071
GW250118_170523,chirp_mass_source,IMRPhenomXPNR,NRSur7dq4,0.09780274571462114
GW250118_170523,chi_eff,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.1398751243678323
GW250118_170523,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04044604418372777
GW250118_170523,chi_eff,IMRPhenomXPNR,NRSur7dq4,0.1737590482326964
GW250118_170523,luminosity_distance,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.05286041239488092
GW250118_170523,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.024836126997247153
GW250118_170523,luminosity_distance,IMRPhenomXPNR,NRSur7dq4,0.02725204938697181
GW250118_170523,final_mass_source,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.0012398760760889672
GW250118_170523,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08394101981154663
GW250118_170523,final_mass_source,IMRPhenomXPNR,NRSur7dq4,0.08235839209875989
GW250118_170523,final_spin,IMRPhenomXPHM-SpinTaylor,IMRPhenomXPNR,0.05044856665053043
GW250118_170523,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.048047717444655094
GW250118_170523,final_spin,IMRPhenomXPNR,NRSur7dq4,0.09588448763015091
