sequence,allocation_order,candidate_key,detector,channel,request_start_gps,request_end_gps,window_start_gps,window_end_gps,status,sample_rate_hz,dtype,sample_count,expected_sample_count,first_sample_gps,last_sample_exclusive_gps,payload_path,payload_sha256,transport,error_type,error_message
66,9,PAIR:S230720aq,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1373885108,1373885125,1373885108.1427503,1373885124.1427503,SUCCESS,16384,float64,262144,262144,1373885108.1427612,1373885124.1427612,work/strain_payload/PAIR_S230720aq/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,0588244bb3bcd4bd845e5e2c6ee86524c373b92a234dda8209dfbde2b8df435a,nds2.connection.iterate,,
67,9,PAIR:S230720aq,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1373885108,1373885125,1373885108.1427503,1373885124.1427503,SUCCESS,16384,float64,262144,262144,1373885108.1427612,1373885124.1427612,work/strain_payload/PAIR_S230720aq/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,0588244bb3bcd4bd845e5e2c6ee86524c373b92a234dda8209dfbde2b8df435a,nds2.connection.iterate,,
68,9,PAIR:S230720aq,H1,H1:GDS-GATED_STRAIN_AR,1373885108,1373885125,1373885108.1427503,1373885124.1427503,SUCCESS,16384,float64,262144,262144,1373885108.1427612,1373885124.1427612,work/strain_payload/PAIR_S230720aq/H1/GDS-GATED_STRAIN_AR.npy,0588244bb3bcd4bd845e5e2c6ee86524c373b92a234dda8209dfbde2b8df435a,nds2.connection.iterate,,
69,9,PAIR:S230720aq,L1,L1:GDS-CALIB_STRAIN_AR,1373885108,1373885125,1373885108.1427503,1373885124.1427503,SUCCESS,16384,float64,262144,262144,1373885108.1427612,1373885124.1427612,work/strain_payload/PAIR_S230720aq/L1/GDS-CALIB_STRAIN_AR.npy,7571b6c695ca55d2b48511c44056c5c798ded9fa40ded539c52cb7c70d91b84a,nds2.connection.iterate,,
70,9,PAIR:S230720aq,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1373885108,1373885125,1373885108.1427503,1373885124.1427503,SUCCESS,16384,float64,262144,262144,1373885108.1427612,1373885124.1427612,work/strain_payload/PAIR_S230720aq/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,c00d5f82ac5679d6fcbaa1bdc749873599d763389f64ea6e90ebe7315cba2e8b,nds2.connection.iterate,,
71,9,PAIR:S230720aq,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1373885108,1373885125,1373885108.1427503,1373885124.1427503,SUCCESS,16384,float64,262144,262144,1373885108.1427612,1373885124.1427612,work/strain_payload/PAIR_S230720aq/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,c00d5f82ac5679d6fcbaa1bdc749873599d763389f64ea6e90ebe7315cba2e8b,nds2.connection.iterate,,
72,9,PAIR:S230720aq,L1,L1:GDS-GATED_STRAIN_AR,1373885108,1373885125,1373885108.1427503,1373885124.1427503,SUCCESS,16384,float64,262144,262144,1373885108.1427612,1373885124.1427612,work/strain_payload/PAIR_S230720aq/L1/GDS-GATED_STRAIN_AR.npy,e3c3580ddf8abb47e17e94dd120fd82296639eef08e5849e9fe534ed40000eaa,nds2.connection.iterate,,
73,10,GWTC-4.0:S231019cu,H1,H1:GDS-CALIB_STRAIN_AR,1381711462,1381711479,1381711462.6347656,1381711478.6347656,SUCCESS,16384,float64,262144,262144,1381711462.6347656,1381711478.6347656,work/strain_payload/GWTC-4.0_S231019cu/H1/GDS-CALIB_STRAIN_AR.npy,37199d50afd2ca743ede03032678eb1df7c04fdc570c5daaaf11c71b84a7b774,nds2.connection.iterate,,
74,10,GWTC-4.0:S231019cu,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1381711462,1381711479,1381711462.6347656,1381711478.6347656,SUCCESS,16384,float64,262144,262144,1381711462.6347656,1381711478.6347656,work/strain_payload/GWTC-4.0_S231019cu/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,d2f1949f9fef3d478f360e8aedb1f78caf2baa40e23ed1d3487dd165db629746,nds2.connection.iterate,,
75,10,GWTC-4.0:S231019cu,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1381711462,1381711479,1381711462.6347656,1381711478.6347656,SUCCESS,16384,float64,262144,262144,1381711462.6347656,1381711478.6347656,work/strain_payload/GWTC-4.0_S231019cu/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,d2f1949f9fef3d478f360e8aedb1f78caf2baa40e23ed1d3487dd165db629746,nds2.connection.iterate,,
76,10,GWTC-4.0:S231019cu,H1,H1:GDS-GATED_STRAIN_AR,1381711462,1381711479,1381711462.6347656,1381711478.6347656,SUCCESS,16384,float64,262144,262144,1381711462.6347656,1381711478.6347656,work/strain_payload/GWTC-4.0_S231019cu/H1/GDS-GATED_STRAIN_AR.npy,d2f1949f9fef3d478f360e8aedb1f78caf2baa40e23ed1d3487dd165db629746,nds2.connection.iterate,,
77,11,PAIR:S230830ba,L1,L1:GDS-CALIB_STRAIN_AR,1377403146,1377403163,1377403146.5839844,1377403162.5839844,SUCCESS,16384,float64,262144,262144,1377403146.5839844,1377403162.5839844,work/strain_payload/PAIR_S230830ba/L1/GDS-CALIB_STRAIN_AR.npy,b8085f188bf0b09daaa35a859ebde1ae5ed19a4a3bd8435250a09b031154aaf0,nds2.connection.iterate,,
78,11,PAIR:S230830ba,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1377403146,1377403163,1377403146.5839844,1377403162.5839844,SUCCESS,16384,float64,262144,262144,1377403146.5839844,1377403162.5839844,work/strain_payload/PAIR_S230830ba/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,dbb66f2b687df5bda76838c6c879205c570a70d38d916b5455e236ebc5cd76b3,nds2.connection.iterate,,
79,11,PAIR:S230830ba,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1377403146,1377403163,1377403146.5839844,1377403162.5839844,SUCCESS,16384,float64,262144,262144,1377403146.5839844,1377403162.5839844,work/strain_payload/PAIR_S230830ba/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,dbb66f2b687df5bda76838c6c879205c570a70d38d916b5455e236ebc5cd76b3,nds2.connection.iterate,,
80,11,PAIR:S230830ba,L1,L1:GDS-GATED_STRAIN_AR,1377403146,1377403163,1377403146.5839844,1377403162.5839844,SUCCESS,16384,float64,262144,262144,1377403146.5839844,1377403162.5839844,work/strain_payload/PAIR_S230830ba/L1/GDS-GATED_STRAIN_AR.npy,698c1164babee155235349f2a04d4bd3cfe7d7de9edee4a2e4d504c00efce782,nds2.connection.iterate,,
81,12,GWTC-4.0:S240114f,H1,H1:GDS-CALIB_STRAIN_AR,1389269571,1389269588,1389269571.527832,1389269587.527832,SUCCESS,16384,float64,262144,262144,1389269571.527832,1389269587.527832,work/strain_payload/GWTC-4.0_S240114f/H1/GDS-CALIB_STRAIN_AR.npy,8102f80bb91ad985d8524d0752cab7b6b3b70f123602b5587e8aa7bd2496a409,nds2.connection.iterate,,
82,12,GWTC-4.0:S240114f,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1389269571,1389269588,1389269571.527832,1389269587.527832,SUCCESS,16384,float64,262144,262144,1389269571.527832,1389269587.527832,work/strain_payload/GWTC-4.0_S240114f/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,811caca7802b88a862f87b384bb1ca5e6c19c2038fa01b8c61417113e2c03f5b,nds2.connection.iterate,,
83,12,GWTC-4.0:S240114f,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1389269571,1389269588,1389269571.527832,1389269587.527832,SUCCESS,16384,float64,262144,262144,1389269571.527832,1389269587.527832,work/strain_payload/GWTC-4.0_S240114f/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,f8a464ca88ec91a86a063a6e6089159bf4dafc3f33b9831e502895d4bc8bffe0,nds2.connection.iterate,,
84,12,GWTC-4.0:S240114f,H1,H1:GDS-GATED_STRAIN_AR,1389269571,1389269588,1389269571.527832,1389269587.527832,SUCCESS,16384,float64,262144,262144,1389269571.527832,1389269587.527832,work/strain_payload/GWTC-4.0_S240114f/H1/GDS-GATED_STRAIN_AR.npy,811caca7802b88a862f87b384bb1ca5e6c19c2038fa01b8c61417113e2c03f5b,nds2.connection.iterate,,
85,12,GWTC-4.0:S240114f,L1,L1:GDS-CALIB_STRAIN_AR,1389269571,1389269588,1389269571.527832,1389269587.527832,SUCCESS,16384,float64,262144,262144,1389269571.527832,1389269587.527832,work/strain_payload/GWTC-4.0_S240114f/L1/GDS-CALIB_STRAIN_AR.npy,cac15b7080eda61a3674284938d390a944733e57e32afe350786def6b65e5a33,nds2.connection.iterate,,
86,12,GWTC-4.0:S240114f,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1389269571,1389269588,1389269571.527832,1389269587.527832,SUCCESS,16384,float64,262144,262144,1389269571.527832,1389269587.527832,work/strain_payload/GWTC-4.0_S240114f/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,c7021c9f496bc1e9ee3156cdbbb78d3969a2f52a4960aad52e67916fc0de625f,nds2.connection.iterate,,
87,12,GWTC-4.0:S240114f,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1389269571,1389269588,1389269571.527832,1389269587.527832,SUCCESS,16384,float64,262144,262144,1389269571.527832,1389269587.527832,work/strain_payload/GWTC-4.0_S240114f/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,909e116dfb37f8b5f136bfbd29e6f11375b37b4c32494fabbf82609e742529d7,nds2.connection.iterate,,
88,12,GWTC-4.0:S240114f,L1,L1:GDS-GATED_STRAIN_AR,1389269571,1389269588,1389269571.527832,1389269587.527832,SUCCESS,16384,float64,262144,262144,1389269571.527832,1389269587.527832,work/strain_payload/GWTC-4.0_S240114f/L1/GDS-GATED_STRAIN_AR.npy,0cde517ed97fb76dfd06fbbb66fe55f2b51a805f0b5760330a46f72e63f6c6c7,nds2.connection.iterate,,
89,13,GWTC-4.0:S231126ct,L1,L1:GDS-CALIB_STRAIN_AR,1385012717,1385012734,1385012717.8916016,1385012733.8916016,SUCCESS,16384,float64,262144,262144,1385012717.8916016,1385012733.8916016,work/strain_payload/GWTC-4.0_S231126ct/L1/GDS-CALIB_STRAIN_AR.npy,db186f66f1aaa28c0b852f94815ad5528ff414e31dc2cb8a184d0649081b195d,nds2.connection.iterate,,
90,13,GWTC-4.0:S231126ct,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1385012717,1385012734,1385012717.8916016,1385012733.8916016,SUCCESS,16384,float64,262144,262144,1385012717.8916016,1385012733.8916016,work/strain_payload/GWTC-4.0_S231126ct/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,d7e9793de7f27d383ea0dc1fb65dcca734ba8e2986dde97832a3244b7037a829,nds2.connection.iterate,,
91,13,GWTC-4.0:S231126ct,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1385012717,1385012734,1385012717.8916016,1385012733.8916016,SUCCESS,16384,float64,262144,262144,1385012717.8916016,1385012733.8916016,work/strain_payload/GWTC-4.0_S231126ct/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,5f181067e42d3d93cdfbcefd4d48ed0a52d1c7823a39794bd0f2115b01d0817d,nds2.connection.iterate,,
92,13,GWTC-4.0:S231126ct,L1,L1:GDS-GATED_STRAIN_AR,1385012717,1385012734,1385012717.8916016,1385012733.8916016,SUCCESS,16384,float64,262144,262144,1385012717.8916016,1385012733.8916016,work/strain_payload/GWTC-4.0_S231126ct/L1/GDS-GATED_STRAIN_AR.npy,c89f8ab06773570dac68bace48c1e95cc9a3abe256a356e5c5295a5dada76c1c,nds2.connection.iterate,,
93,14,GWTC-4.0:S231007az,H1,H1:GDS-CALIB_STRAIN_AR,1380748511,1380748528,1380748511.6248412,1380748527.6248412,SUCCESS,16384,float64,262144,262144,1380748511.6248779,1380748527.6248779,work/strain_payload/GWTC-4.0_S231007az/H1/GDS-CALIB_STRAIN_AR.npy,4ce42799f8ab1781af992d1f2fbcbecb05c0b0444acd9451e3907bdd9915ba28,nds2.connection.iterate,,
94,14,GWTC-4.0:S231007az,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1380748511,1380748528,1380748511.6248412,1380748527.6248412,SUCCESS,16384,float64,262144,262144,1380748511.6248779,1380748527.6248779,work/strain_payload/GWTC-4.0_S231007az/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,6f8de84295fef44f73dac922c899bfc3e638184f88e70316e39ded2719142bad,nds2.connection.iterate,,
95,14,GWTC-4.0:S231007az,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1380748511,1380748528,1380748511.6248412,1380748527.6248412,SUCCESS,16384,float64,262144,262144,1380748511.6248779,1380748527.6248779,work/strain_payload/GWTC-4.0_S231007az/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,6f8de84295fef44f73dac922c899bfc3e638184f88e70316e39ded2719142bad,nds2.connection.iterate,,
96,14,GWTC-4.0:S231007az,H1,H1:GDS-GATED_STRAIN_AR,1380748511,1380748528,1380748511.6248412,1380748527.6248412,SUCCESS,16384,float64,262144,262144,1380748511.6248779,1380748527.6248779,work/strain_payload/GWTC-4.0_S231007az/H1/GDS-GATED_STRAIN_AR.npy,6f8de84295fef44f73dac922c899bfc3e638184f88e70316e39ded2719142bad,nds2.connection.iterate,,
97,14,GWTC-4.0:S231007az,L1,L1:GDS-CALIB_STRAIN_AR,1380748511,1380748528,1380748511.6248412,1380748527.6248412,SUCCESS,16384,float64,262144,262144,1380748511.6248779,1380748527.6248779,work/strain_payload/GWTC-4.0_S231007az/L1/GDS-CALIB_STRAIN_AR.npy,4bd40b396abd8a9f5206ad23da0cd222f171db46470891026acae72334b72eb1,nds2.connection.iterate,,
98,14,GWTC-4.0:S231007az,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1380748511,1380748528,1380748511.6248412,1380748527.6248412,SUCCESS,16384,float64,262144,262144,1380748511.6248779,1380748527.6248779,work/strain_payload/GWTC-4.0_S231007az/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,3a9ee148c273351225e3f0ab3db536e4ac502c379485e36c53997135f8d439fb,nds2.connection.iterate,,
99,14,GWTC-4.0:S231007az,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1380748511,1380748528,1380748511.6248412,1380748527.6248412,SUCCESS,16384,float64,262144,262144,1380748511.6248779,1380748527.6248779,work/strain_payload/GWTC-4.0_S231007az/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,3a9ee148c273351225e3f0ab3db536e4ac502c379485e36c53997135f8d439fb,nds2.connection.iterate,,
100,14,GWTC-4.0:S231007az,L1,L1:GDS-GATED_STRAIN_AR,1380748511,1380748528,1380748511.6248412,1380748527.6248412,SUCCESS,16384,float64,262144,262144,1380748511.6248779,1380748527.6248779,work/strain_payload/GWTC-4.0_S231007az/L1/GDS-GATED_STRAIN_AR.npy,45d7e93c1530173fc4997ec9143c26d33bccd69cdab1dfba331f449b7ad0316c,nds2.connection.iterate,,
101,15,GWTC-4.0:S230817ax,L1,L1:GDS-CALIB_STRAIN_AR,1376294530,1376294547,1376294530.5336914,1376294546.5336914,SUCCESS,16384,float64,262144,262144,1376294530.5336914,1376294546.5336914,work/strain_payload/GWTC-4.0_S230817ax/L1/GDS-CALIB_STRAIN_AR.npy,7e26da151dc033deeba6f320506781c47e044552221f27dbeed2acac9f5b9d24,nds2.connection.iterate,,
102,15,GWTC-4.0:S230817ax,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1376294530,1376294547,1376294530.5336914,1376294546.5336914,SUCCESS,16384,float64,262144,262144,1376294530.5336914,1376294546.5336914,work/strain_payload/GWTC-4.0_S230817ax/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,9f728517a8ae6bb4382d320d8978f85479c31d923576c577eae378ac022f7450,nds2.connection.iterate,,
103,15,GWTC-4.0:S230817ax,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1376294530,1376294547,1376294530.5336914,1376294546.5336914,SUCCESS,16384,float64,262144,262144,1376294530.5336914,1376294546.5336914,work/strain_payload/GWTC-4.0_S230817ax/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,9f728517a8ae6bb4382d320d8978f85479c31d923576c577eae378ac022f7450,nds2.connection.iterate,,
104,15,GWTC-4.0:S230817ax,L1,L1:GDS-GATED_STRAIN_AR,1376294530,1376294547,1376294530.5336914,1376294546.5336914,SUCCESS,16384,float64,262144,262144,1376294530.5336914,1376294546.5336914,work/strain_payload/GWTC-4.0_S230817ax/L1/GDS-GATED_STRAIN_AR.npy,f03be9c04a563cfc66621d82d1d5c3ef1798b63ff68f9e5bf0575503638caca1,nds2.connection.iterate,,
105,16,GWTC-4.0:S231124ch,L1,L1:GDS-CALIB_STRAIN_AR,1384827792,1384827809,1384827792.2670898,1384827808.2670898,SUCCESS,16384,float64,262144,262144,1384827792.2670898,1384827808.2670898,work/strain_payload/GWTC-4.0_S231124ch/L1/GDS-CALIB_STRAIN_AR.npy,ed66918238f6da4ba8145c1461680af74a6f3d234328d822742efc8c1c1eaa5e,nds2.connection.iterate,,
106,16,GWTC-4.0:S231124ch,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1384827792,1384827809,1384827792.2670898,1384827808.2670898,SUCCESS,16384,float64,262144,262144,1384827792.2670898,1384827808.2670898,work/strain_payload/GWTC-4.0_S231124ch/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,f2fbb08d253cbda65540d3f8cd48e61ccf211a962f34694abb926f7c5a4d56f2,nds2.connection.iterate,,
107,16,GWTC-4.0:S231124ch,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1384827792,1384827809,1384827792.2670898,1384827808.2670898,SUCCESS,16384,float64,262144,262144,1384827792.2670898,1384827808.2670898,work/strain_payload/GWTC-4.0_S231124ch/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,abf13e8499ce1a013b9c3a568976f354760ef3176d06b6aae5c71832a53e284b,nds2.connection.iterate,,
108,16,GWTC-4.0:S231124ch,L1,L1:GDS-GATED_STRAIN_AR,1384827792,1384827809,1384827792.2670898,1384827808.2670898,SUCCESS,16384,float64,262144,262144,1384827792.2670898,1384827808.2670898,work/strain_payload/GWTC-4.0_S231124ch/L1/GDS-GATED_STRAIN_AR.npy,9a996b1fcd9d4e9cfd7d934cbd059bbca3f4aab377cf19e8787037b06be4821c,nds2.connection.iterate,,
109,17,GWTC-4.1:S230917bz,H1,H1:GDS-CALIB_STRAIN_AR,1378997680,1378997697,1378997680.7358398,1378997696.7358398,SUCCESS,16384,float64,262144,262144,1378997680.7358398,1378997696.7358398,work/strain_payload/GWTC-4.1_S230917bz/H1/GDS-CALIB_STRAIN_AR.npy,e2f82a34dbdd1e14e7b35695bb48b05bffdef088a4bc3ce4a53eb62e005c5e5d,nds2.connection.iterate,,
110,17,GWTC-4.1:S230917bz,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1378997680,1378997697,1378997680.7358398,1378997696.7358398,SUCCESS,16384,float64,262144,262144,1378997680.7358398,1378997696.7358398,work/strain_payload/GWTC-4.1_S230917bz/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,398acda8a2f34e7d2fd5c3cb28e9ea96097957033e58f74550f5fbb562f87da0,nds2.connection.iterate,,
111,17,GWTC-4.1:S230917bz,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1378997680,1378997697,1378997680.7358398,1378997696.7358398,SUCCESS,16384,float64,262144,262144,1378997680.7358398,1378997696.7358398,work/strain_payload/GWTC-4.1_S230917bz/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,398acda8a2f34e7d2fd5c3cb28e9ea96097957033e58f74550f5fbb562f87da0,nds2.connection.iterate,,
112,17,GWTC-4.1:S230917bz,H1,H1:GDS-GATED_STRAIN_AR,1378997680,1378997697,1378997680.7358398,1378997696.7358398,SUCCESS,16384,float64,262144,262144,1378997680.7358398,1378997696.7358398,work/strain_payload/GWTC-4.1_S230917bz/H1/GDS-GATED_STRAIN_AR.npy,398acda8a2f34e7d2fd5c3cb28e9ea96097957033e58f74550f5fbb562f87da0,nds2.connection.iterate,,
113,17,GWTC-4.1:S230917bz,L1,L1:GDS-CALIB_STRAIN_AR,1378997680,1378997697,1378997680.7358398,1378997696.7358398,SUCCESS,16384,float64,262144,262144,1378997680.7358398,1378997696.7358398,work/strain_payload/GWTC-4.1_S230917bz/L1/GDS-CALIB_STRAIN_AR.npy,9d3deac95b19d668a95770d4c35407977d3f6d8111ffab585d37e5cab57b31bc,nds2.connection.iterate,,
114,17,GWTC-4.1:S230917bz,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1378997680,1378997697,1378997680.7358398,1378997696.7358398,SUCCESS,16384,float64,262144,262144,1378997680.7358398,1378997696.7358398,work/strain_payload/GWTC-4.1_S230917bz/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,efa41c1cf154dfa40816bab3c09a26355ae956f82d291f2ce99284aa051a755c,nds2.connection.iterate,,
115,17,GWTC-4.1:S230917bz,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1378997680,1378997697,1378997680.7358398,1378997696.7358398,SUCCESS,16384,float64,262144,262144,1378997680.7358398,1378997696.7358398,work/strain_payload/GWTC-4.1_S230917bz/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,efa41c1cf154dfa40816bab3c09a26355ae956f82d291f2ce99284aa051a755c,nds2.connection.iterate,,
116,17,GWTC-4.1:S230917bz,L1,L1:GDS-GATED_STRAIN_AR,1378997680,1378997697,1378997680.7358398,1378997696.7358398,SUCCESS,16384,float64,262144,262144,1378997680.7358398,1378997696.7358398,work/strain_payload/GWTC-4.1_S230917bz/L1/GDS-GATED_STRAIN_AR.npy,7392bfc78ecfc00865b58d8b75bd9295c1771003b366f3926fb43ee5d95edbc2,nds2.connection.iterate,,
117,18,GWTC-4.1:S231113cp,H1,H1:GDS-CALIB_STRAIN_AR,1383892987,1383893004,1383892987.3339844,1383893003.3339844,SUCCESS,16384,float64,262144,262144,1383892987.3339844,1383893003.3339844,work/strain_payload/GWTC-4.1_S231113cp/H1/GDS-CALIB_STRAIN_AR.npy,239f3c45d10bb73f93671d5386010fa0217dc2dedb0dea1f904f69f66ee3354d,nds2.connection.iterate,,
118,18,GWTC-4.1:S231113cp,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1383892987,1383893004,1383892987.3339844,1383893003.3339844,SUCCESS,16384,float64,262144,262144,1383892987.3339844,1383893003.3339844,work/strain_payload/GWTC-4.1_S231113cp/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,b22a2146535acd35c7140b9fff4acb58042de0b7c8b1f2a7bd6b263cb8106975,nds2.connection.iterate,,
119,18,GWTC-4.1:S231113cp,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1383892987,1383893004,1383892987.3339844,1383893003.3339844,SUCCESS,16384,float64,262144,262144,1383892987.3339844,1383893003.3339844,work/strain_payload/GWTC-4.1_S231113cp/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,8744d1cff5de7b02a6eb98fd3083466836cbd68890376349127423671602a4df,nds2.connection.iterate,,
120,18,GWTC-4.1:S231113cp,H1,H1:GDS-GATED_STRAIN_AR,1383892987,1383893004,1383892987.3339844,1383893003.3339844,SUCCESS,16384,float64,262144,262144,1383892987.3339844,1383893003.3339844,work/strain_payload/GWTC-4.1_S231113cp/H1/GDS-GATED_STRAIN_AR.npy,b22a2146535acd35c7140b9fff4acb58042de0b7c8b1f2a7bd6b263cb8106975,nds2.connection.iterate,,
121,18,GWTC-4.1:S231113cp,L1,L1:GDS-CALIB_STRAIN_AR,1383892987,1383893004,1383892987.3339844,1383893003.3339844,SUCCESS,16384,float64,262144,262144,1383892987.3339844,1383893003.3339844,work/strain_payload/GWTC-4.1_S231113cp/L1/GDS-CALIB_STRAIN_AR.npy,92c8253b2b920b8008ed3412ded610cdb9f3ed3ac21c7a93c3f92119f9fcf309,nds2.connection.iterate,,
122,18,GWTC-4.1:S231113cp,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1383892987,1383893004,1383892987.3339844,1383893003.3339844,SUCCESS,16384,float64,262144,262144,1383892987.3339844,1383893003.3339844,work/strain_payload/GWTC-4.1_S231113cp/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,54e04f309c1de90bbaecd5dbbcb622f5cd7adad9200821e15c0594d576df779d,nds2.connection.iterate,,
123,18,GWTC-4.1:S231113cp,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1383892987,1383893004,1383892987.3339844,1383893003.3339844,SUCCESS,16384,float64,262144,262144,1383892987.3339844,1383893003.3339844,work/strain_payload/GWTC-4.1_S231113cp/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,690b7b70c4eb5f456487dbb14f114fe779c73061436ab2fc0cdc6036da6adfd4,nds2.connection.iterate,,
124,18,GWTC-4.1:S231113cp,L1,L1:GDS-GATED_STRAIN_AR,1383892987,1383893004,1383892987.3339844,1383893003.3339844,SUCCESS,16384,float64,262144,262144,1383892987.3339844,1383893003.3339844,work/strain_payload/GWTC-4.1_S231113cp/L1/GDS-GATED_STRAIN_AR.npy,54e04f309c1de90bbaecd5dbbcb622f5cd7adad9200821e15c0594d576df779d,nds2.connection.iterate,,
125,19,GWTC-4.1:S230530p,H1,H1:GDS-CALIB_STRAIN_AR,1369460217,1369460234,1369460217.9438477,1369460233.9438477,SUCCESS,16384,float64,262144,262144,1369460217.9438477,1369460233.9438477,work/strain_payload/GWTC-4.1_S230530p/H1/GDS-CALIB_STRAIN_AR.npy,0fbfa2f3d10c28c2846f4126d0b4c9d5ceb92d986ac96b89d3657f7164ac7bbb,nds2.connection.iterate,,
126,19,GWTC-4.1:S230530p,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1369460217,1369460234,1369460217.9438477,1369460233.9438477,SUCCESS,16384,float64,262144,262144,1369460217.9438477,1369460233.9438477,work/strain_payload/GWTC-4.1_S230530p/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,45da48bcd5df617dfbc63e107ba44f77245197705546bd2527434f3970336946,nds2.connection.iterate,,
127,19,GWTC-4.1:S230530p,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1369460217,1369460234,1369460217.9438477,1369460233.9438477,SUCCESS,16384,float64,262144,262144,1369460217.9438477,1369460233.9438477,work/strain_payload/GWTC-4.1_S230530p/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,153e5d048511d81764500ae766787d522cf89700b1cc79e94cca856ace2f0f15,nds2.connection.iterate,,
128,19,GWTC-4.1:S230530p,H1,H1:GDS-GATED_STRAIN_AR,1369460217,1369460234,1369460217.9438477,1369460233.9438477,SUCCESS,16384,float64,262144,262144,1369460217.9438477,1369460233.9438477,work/strain_payload/GWTC-4.1_S230530p/H1/GDS-GATED_STRAIN_AR.npy,45da48bcd5df617dfbc63e107ba44f77245197705546bd2527434f3970336946,nds2.connection.iterate,,
129,19,GWTC-4.1:S230530p,L1,L1:GDS-CALIB_STRAIN_AR,1369460217,1369460234,1369460217.9438477,1369460233.9438477,SUCCESS,16384,float64,262144,262144,1369460217.9438477,1369460233.9438477,work/strain_payload/GWTC-4.1_S230530p/L1/GDS-CALIB_STRAIN_AR.npy,a7db018d5695558c973c64318171ff6ebcd06e28cace3b0fd796ca2972308a59,nds2.connection.iterate,,
130,19,GWTC-4.1:S230530p,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1369460217,1369460234,1369460217.9438477,1369460233.9438477,SUCCESS,16384,float64,262144,262144,1369460217.9438477,1369460233.9438477,work/strain_payload/GWTC-4.1_S230530p/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,0974b562e23453590463ff1b055886766a9bbc804fda93b9c7051ef1333512fe,nds2.connection.iterate,,
