id,label,a,b,status,delta_median,width68_ratio,normalized_w1,central68_overlap,bright_sample_count,bright_sample_sha256,seed
D01,POST_HOC_DIAGNOSTIC_OFFICIAL_GRID_CONVERSION,GW170817_OFFICIAL_SEED42_SAMPLES,H0_spectral_combined_gw170817.json,PASS_POST_HOC_DIAGNOSTIC,-6.903441936962238,0.45043954459266844,0.6645606766996953,0.872288736462342,50000,f63ceb3dee1dd8b043e4f67faef9aa001ca8b4ab3da3401a63ee223031919703,42
D02,POST_HOC_DIAGNOSTIC_OFFICIAL_GRID_CONVERSION,GW170817_OFFICIAL_SEED42_SAMPLES,H0_dark_combined_gw170817.json,PASS_POST_HOC_DIAGNOSTIC,-8.131855531271057,0.40367002057956675,0.7700344515703458,0.8228424946669909,50000,f63ceb3dee1dd8b043e4f67faef9aa001ca8b4ab3da3401a63ee223031919703,42
