endpoint_id,pair_id,event_id,role,dat_member,dat_size_bytes,config_member,config_size_bytes,header_token_count,parameter_token,parameter_column_index,weight_mode,weight_column_index,support_min,support_max,kerr_modes,dat_header_prefix_sha256,config_sha256,member_gate,header_gate,config_gate,schema_state,unresolved_reason,values_interpreted
PAIR00666:BASE,PAIR00666,GW231102_071736,BASE,pyring/samples/GW231102_071736/GW231102_071736_Kerr_220_np_10M/pyRing_GW231102_071736_Kerr_220_np_10M.dat,10035453,pyring/samples/GW231102_071736/GW231102_071736_Kerr_220_np_10M/config_GW231102_071736_Kerr_220_np_10M.ini,1096,7,af,2,IMPLICIT_UNIT,,,,,9a21e6799b1f5aaac7335f4be8214349099086326f49e4fb9c1cfc2d2b266226,6f5cdd0e93a67b2676cb23299c20c6dba712cb6ca6d6b975df5bd2656baaec20,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00666:VARIANT,PAIR00666,GW231102_071736,VARIANT,pyring/samples/GW231102_071736/GW231102_071736_Kerr_220_320_np_10M/pyRing_GW231102_071736_Kerr_220_320_np_10M.dat,15998212,pyring/samples/GW231102_071736/GW231102_071736_Kerr_220_320_np_10M/config_GW231102_071736_Kerr_220_320_np_10M.ini,1107,9,af,2,IMPLICIT_UNIT,,,,,0a2273e65b4044008c63622bac201d510ae3961809e8103f0e8a7bf060241ac5,7c569dd7b99c093e893bb2fa2bf4049d6607aeb96ed1e5156cdba97e9f69ea3f,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00711:BASE,PAIR00711,GW231108_125142,BASE,pyring/samples/GW231108_125142/GW231108_125142_Kerr_220_np_10M/pyRing_GW231108_125142_Kerr_220_np_10M.dat,10826988,pyring/samples/GW231108_125142/GW231108_125142_Kerr_220_np_10M/config_GW231108_125142_Kerr_220_np_10M.ini,1092,7,af,2,IMPLICIT_UNIT,,,,,c74b0c852f36acb15943f788856cf39e4357fbda82e54741f30f8cdecd3df886,aa534dc8474196d0423ac02589fbe2cbb41f96d8e972695b9c3d7c7bd22f43aa,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00711:VARIANT,PAIR00711,GW231108_125142,VARIANT,pyring/samples/GW231108_125142/GW231108_125142_Kerr_221_np_10M/pyRing_GW231108_125142_Kerr_221_np_10M.dat,16033217,pyring/samples/GW231108_125142/GW231108_125142_Kerr_221_np_10M/config_GW231108_125142_Kerr_221_np_10M.ini,1103,9,af,2,IMPLICIT_UNIT,,,,,e3e301b129fee8d7af581f746f2f7b16a90ff8032c915b262d46d4105f6a7ef9,711f78ec5ac576492607869ad56d31f18e4566b3896d1888ec57831473c12826,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00754:BASE,PAIR00754,GW231206_233134,BASE,pyring/samples/GW231206_233134/GW231206_233134_Kerr_220_np_10M/pyRing_GW231206_233134_Kerr_220_np_10M.dat,12186876,pyring/samples/GW231206_233134/GW231206_233134_Kerr_220_np_10M/config_GW231206_233134_Kerr_220_np_10M.ini,1094,7,af,2,IMPLICIT_UNIT,,,,,4efa82799252ba6205473e23df83bb3852f580e1df3df21539e581f48f8cf2e9,1e58484cae8f732970dbe28a978f51b7cb9ae627f28c9dd852f541b1999c9b63,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00754:VARIANT,PAIR00754,GW231206_233134,VARIANT,pyring/samples/GW231206_233134/GW231206_233134_Kerr_220_320_np_10M/pyRing_GW231206_233134_Kerr_220_320_np_10M.dat,15322362,pyring/samples/GW231206_233134/GW231206_233134_Kerr_220_320_np_10M/config_GW231206_233134_Kerr_220_320_np_10M.ini,1105,9,af,2,IMPLICIT_UNIT,,,,,0fab198e75d5d4c7777181ee5dce943290fe3a295f75211a9a22f08f837d7914,6a86619479ed5cafaef975cadd406da1316283aaee45af9d387f1d760d6195ee,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00792:BASE,PAIR00792,GW231206_233901,BASE,pyring/samples/GW231206_233901/GW231206_233901_Kerr_220_np_10M/pyRing_GW231206_233901_Kerr_220_np_10M.dat,9273556,pyring/samples/GW231206_233901/GW231206_233901_Kerr_220_np_10M/config_GW231206_233901_Kerr_220_np_10M.ini,1094,7,af,2,IMPLICIT_UNIT,,,,,28943a102a27780d0fa09dedea6aba760d26dbb661b5b317535949904eacbc43,06289205748546b5b5c44e221f6b654a9e94698c9a3bb0b24ae9be28eb9cc736,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00792:VARIANT,PAIR00792,GW231206_233901,VARIANT,pyring/samples/GW231206_233901/GW231206_233901_Kerr_221_np_10M/pyRing_GW231206_233901_Kerr_221_np_10M.dat,14191883,pyring/samples/GW231206_233901/GW231206_233901_Kerr_221_np_10M/config_GW231206_233901_Kerr_221_np_10M.ini,1105,9,af,2,IMPLICIT_UNIT,,,,,c0ccfa45e2f8c9cac76ded0e447e91440fc1340e445c84987cf366912edeea34,7a0388f787bece715cc9d7d7699c25e03f396cdf2f49ebabd3f1513c9b54cab3,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00837:BASE,PAIR00837,GW231213_111417,BASE,pyring/samples/GW231213_111417/GW231213_111417_Kerr_220_np_10M/pyRing_GW231213_111417_Kerr_220_np_10M.dat,10187450,pyring/samples/GW231213_111417/GW231213_111417_Kerr_220_np_10M/config_GW231213_111417_Kerr_220_np_10M.ini,1093,7,af,2,IMPLICIT_UNIT,,,,,bb7c5603f0eb43920719a04f42b142af9797efaf2d36f962c1a38586e3bb9c62,87f4fc7d08e22788651c7fc314ddedc918eb943a531d0bb905a93d9485151459,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00837:VARIANT,PAIR00837,GW231213_111417,VARIANT,pyring/samples/GW231213_111417/GW231213_111417_Kerr_221_np_10M/pyRing_GW231213_111417_Kerr_221_np_10M.dat,15548782,pyring/samples/GW231213_111417/GW231213_111417_Kerr_221_np_10M/config_GW231213_111417_Kerr_221_np_10M.ini,1104,9,af,2,IMPLICIT_UNIT,,,,,32daa451be7ecda2dbd53a4e2d492be5cdc6d0338082b8d620ae28057639e338,d2f25c8f540ece4c02225eec84feae07f354c48e5a1edc7e0d130773f1c4d954,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00880:BASE,PAIR00880,GW231223_032836,BASE,pyring/samples/GW231223_032836/GW231223_032836_Kerr_220_np_10M/pyRing_GW231223_032836_Kerr_220_np_10M.dat,12400916,pyring/samples/GW231223_032836/GW231223_032836_Kerr_220_np_10M/config_GW231223_032836_Kerr_220_np_10M.ini,1107,7,af,2,IMPLICIT_UNIT,,,,,2e5c9b23ebfdd849a6663ea67162c3ba2fe7c4634b9e6255deeae605454addb0,b3fbc2b43b2a30302c0a3ac40ad99b36137f62f729b4576d291ef01cec2e82cd,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00880:VARIANT,PAIR00880,GW231223_032836,VARIANT,pyring/samples/GW231223_032836/GW231223_032836_Kerr_221_np_10M/pyRing_GW231223_032836_Kerr_221_np_10M.dat,14675496,pyring/samples/GW231223_032836/GW231223_032836_Kerr_221_np_10M/config_GW231223_032836_Kerr_221_np_10M.ini,1118,9,af,2,IMPLICIT_UNIT,,,,,cd66d88695809f87e69e35fc232885a603cca69c7c7603ebddd547d004ca4311,046dd14375887505516f050da997eb6c0c5ca97f60ecc323bc0907388df55538,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00918:BASE,PAIR00918,GW231226_101520,BASE,pyring/samples/GW231226_101520/GW231226_101520_Kerr_220_np_10M/pyRing_GW231226_101520_Kerr_220_np_10M.dat,10899833,pyring/samples/GW231226_101520/GW231226_101520_Kerr_220_np_10M/config_GW231226_101520_Kerr_220_np_10M.ini,1094,7,af,2,IMPLICIT_UNIT,,,,,6b1da7950c56c1e6c60fd9491ac92af5fb0bd78de9b3d204b0b6f2a604618a5d,9f09e3a93e5ab94dd015bc8a2ea98f7fcb352446130922d5cd92d5111780a109,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
PAIR00918:VARIANT,PAIR00918,GW231226_101520,VARIANT,pyring/samples/GW231226_101520/GW231226_101520_Kerr_220_210_np_10M/pyRing_GW231226_101520_Kerr_220_210_np_10M.dat,14042878,pyring/samples/GW231226_101520/GW231226_101520_Kerr_220_210_np_10M/config_GW231226_101520_Kerr_220_210_np_10M.ini,1105,9,af,2,IMPLICIT_UNIT,,,,,05682fa6df0a581a2e5b51060969019f506f15ca7e311ec4593d9de4774a931f,f2bb53f0ec7fbdf46ba7f0ed550329710328dc8174fd10120ebb98ce712eea5b,PASS,PASS,FAIL,UNRESOLVED,BASE:CONFIG_AF_MIN_CARDINALITY|VARIANT:CONFIG_AF_MIN_CARDINALITY|PAIR_MODE_RELATION_MISMATCH,false
