event,zenodo_record,official_filename,size_bytes,official_md5,content_url,model_triad,common5_summary_triplets_unmasked,summary_rows_exact,candidate_numeric_summary_values_accessed,candidate_posterior_values_accessed
GW230601_224134,20275769,IGWN-GWTC4p1-18965dda8_5-GW230601_224134-combined_PEDataRelease.hdf5,208421000,c784bcc7b70a00937306dc19d9244ae3,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230601_224134-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230606_004305,20275769,IGWN-GWTC4p1-18965dda8_5-GW230606_004305-combined_PEDataRelease.hdf5,174184228,89180fc8d9011403b890a9d994fb5f61,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230606_004305-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230608_205047,20275769,IGWN-GWTC4p1-18965dda8_5-GW230608_205047-combined_PEDataRelease.hdf5,139143156,e454ed69a9ba97dfcee175be706529ad,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230608_205047-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230609_064958,20275769,IGWN-GWTC4p1-18965dda8_5-GW230609_064958-combined_PEDataRelease.hdf5,169252900,42d9e21d622cea8a1d68dec7a569210b,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230609_064958-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230628_231200,20275769,IGWN-GWTC4p1-18965dda8_5-GW230628_231200-combined_PEDataRelease.hdf5,159650500,34e6cd5a50ef8908a3a3c1ee3e1c6260,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230628_231200-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230630_125806,20275769,IGWN-GWTC4p1-18965dda8_5-GW230630_125806-combined_PEDataRelease.hdf5,133330396,dda4ac33fb63c43939ab43a85b3d5ef2,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230630_125806-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230702_185453,20275769,IGWN-GWTC4p1-18965dda8_5-GW230702_185453-combined_PEDataRelease.hdf5,149600052,301a543eda485dc968f847e67551ef6e,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230702_185453-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230704_021211,20275769,IGWN-GWTC4p1-18965dda8_5-GW230704_021211-combined_PEDataRelease.hdf5,205810816,267cf091f4ab0c3a3d2596df25251553,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230704_021211-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230707_124047,20275769,IGWN-GWTC4p1-18965dda8_5-GW230707_124047-combined_PEDataRelease.hdf5,123326020,edd6e0de6ba099b0fb54dfa694511018,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230707_124047-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230708_053705,20275769,IGWN-GWTC4p1-18965dda8_5-GW230708_053705-combined_PEDataRelease.hdf5,196962708,c85e163f03c9c64f2f6a4e51491ddcb9,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230708_053705-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230708_230935,20275769,IGWN-GWTC4p1-18965dda8_5-GW230708_230935-combined_PEDataRelease.hdf5,205603600,96e15b4b9793e73b76e4a43708833dfb,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230708_230935-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230709_122727,20275769,IGWN-GWTC4p1-18965dda8_5-GW230709_122727-combined_PEDataRelease.hdf5,176977628,bccd07e8b4bcc936d9a4c573cbb8cd48,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230709_122727-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230726_002940,20275769,IGWN-GWTC4p1-18965dda8_5-GW230726_002940-combined_PEDataRelease.hdf5,74569324,565915d31c5978097ff68740898abf5d,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230726_002940-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230805_034249,20275769,IGWN-GWTC4p1-18965dda8_5-GW230805_034249-combined_PEDataRelease.hdf5,134444012,0197fc2c8c9b6f4db2e57a0214a59209,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230805_034249-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230806_204041,20275769,IGWN-GWTC4p1-18965dda8_5-GW230806_204041-combined_PEDataRelease.hdf5,128897268,3fdc93687c346f0782aafbbe47ebaa37,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230806_204041-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230811_032116,20275769,IGWN-GWTC4p1-18965dda8_5-GW230811_032116-combined_PEDataRelease.hdf5,209489644,bc8068a0ed1c278f6e1b0fefb3aa6173,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230811_032116-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230814_061920,20275769,IGWN-GWTC4p1-18965dda8_5-GW230814_061920-combined_PEDataRelease.hdf5,218275368,c847b584b9ea48d061613033e2d3bac8,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230814_061920-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
