event,zenodo_record,official_filename,size_bytes,official_md5,content_url,model_triad,common5_summary_triplets_unmasked,summary_rows_exact,candidate_numeric_summary_values_accessed,candidate_posterior_values_accessed
GW230814_230901,20275769,IGWN-GWTC4p1-18965dda8_5-GW230814_230901-combined_PEDataRelease.hdf5,140070632,ed07745b88c75f203a8c0c493295837a,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230814_230901-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230824_033047,20275769,IGWN-GWTC4p1-18965dda8_5-GW230824_033047-combined_PEDataRelease.hdf5,124494540,782dd524c0a3bb64dfcb0eb9657e7b48,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230824_033047-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230825_041334,20275769,IGWN-GWTC4p1-18965dda8_5-GW230825_041334-combined_PEDataRelease.hdf5,234654040,d0ee63713e9937bc1d8b6eae7a99eceb,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230825_041334-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230914_111401,20275769,IGWN-GWTC4p1-18965dda8_5-GW230914_111401-combined_PEDataRelease.hdf5,310927088,51230a054c17048c9bed334f77e01645,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230914_111401-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230920_071124,20275769,IGWN-GWTC4p1-18965dda8_5-GW230920_071124-combined_PEDataRelease.hdf5,127739892,083bf4798fd486a653342823040191c4,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230920_071124-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230922_020344,20275769,IGWN-GWTC4p1-18965dda8_5-GW230922_020344-combined_PEDataRelease.hdf5,193557020,dcbffeb42fc9784c5c3d7a908e62da67,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230922_020344-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230922_040658,20275769,IGWN-GWTC4p1-18965dda8_5-GW230922_040658-combined_PEDataRelease.hdf5,132867268,5372e3092a3583084347d971bcdc0f10,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230922_040658-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230924_124453,20275769,IGWN-GWTC4p1-18965dda8_5-GW230924_124453-combined_PEDataRelease.hdf5,164493052,d1340a66c775f8df610d55824dcd88c6,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230924_124453-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230927_043729,20275769,IGWN-GWTC4p1-18965dda8_5-GW230927_043729-combined_PEDataRelease.hdf5,187177772,662887c1358e9782b16dc24e7127a170,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230927_043729-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230928_215827,20275769,IGWN-GWTC4p1-18965dda8_5-GW230928_215827-combined_PEDataRelease.hdf5,165859244,cf6cc4663a8eb2f523e39e6c129c27b5,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230928_215827-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW230930_110730,20275769,IGWN-GWTC4p1-18965dda8_5-GW230930_110730-combined_PEDataRelease.hdf5,121362316,0967545f048899d6d8da2984aa0fa777,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW230930_110730-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231005_091549,20275769,IGWN-GWTC4p1-18965dda8_5-GW231005_091549-combined_PEDataRelease.hdf5,131475596,ffef7e0e110476c7574e51a9e6c51951,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231005_091549-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231008_142521,20275769,IGWN-GWTC4p1-18965dda8_5-GW231008_142521-combined_PEDataRelease.hdf5,151337612,8a4b37bc5cd7393ffb4eb3bacd038118,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231008_142521-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231028_153006,20275769,IGWN-GWTC4p1-18965dda8_5-GW231028_153006-combined_PEDataRelease.hdf5,312029656,bd34b41211d2a29b0c490733ca6d0beb,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231028_153006-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231029_111508,20275769,IGWN-GWTC4p1-18965dda8_5-GW231029_111508-combined_PEDataRelease.hdf5,121798920,e17196390e1cf6635049d56e7761d79e,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231029_111508-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231102_071736,20275769,IGWN-GWTC4p1-18965dda8_5-GW231102_071736-combined_PEDataRelease.hdf5,210699480,68e9ff2eb83aa971bdf25311d22b2754,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231102_071736-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231118_071402,20275769,IGWN-GWTC4p1-18965dda8_5-GW231118_071402-combined_PEDataRelease.hdf5,224871880,9a08f1680e2ab52bd860f18312878881,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231118_071402-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231119_075248,20275769,IGWN-GWTC4p1-18965dda8_5-GW231119_075248-combined_PEDataRelease.hdf5,113668396,09c5d109b418186d1e8a4dcc0eff71c6,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231119_075248-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231123_135430,20275769,IGWN-GWTC4p1-18965dda8_5-GW231123_135430-combined_PEDataRelease.hdf5,306951852,2b78d0979bd861cbd333682c7d717c30,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231123_135430-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231127_165300,20275769,IGWN-GWTC4p1-18965dda8_5-GW231127_165300-combined_PEDataRelease.hdf5,125439756,a4f431762a1cc3070f5322f86cab7dc5,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231127_165300-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231129_081745,20275769,IGWN-GWTC4p1-18965dda8_5-GW231129_081745-combined_PEDataRelease.hdf5,228426936,fbc55a05ab879c020aece36d62210755,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231129_081745-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231206_233134,20275769,IGWN-GWTC4p1-18965dda8_5-GW231206_233134-combined_PEDataRelease.hdf5,131615660,0c77f39e47b8a67bcc86ee7290fe4ec9,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231206_233134-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231206_233901,20275769,IGWN-GWTC4p1-18965dda8_5-GW231206_233901-combined_PEDataRelease.hdf5,189649148,326d94a167fea38582079d0547aac8a1,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231206_233901-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231213_111417,20275769,IGWN-GWTC4p1-18965dda8_5-GW231213_111417-combined_PEDataRelease.hdf5,134674684,bdc7ec66fc6c6a23640e6d6e62b6b4dc,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231213_111417-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231223_032836,20275769,IGWN-GWTC4p1-18965dda8_5-GW231223_032836-combined_PEDataRelease.hdf5,135835308,e4e55e4134dcf23fc89285454696978e,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231223_032836-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW231226_101520,20275769,IGWN-GWTC4p1-18965dda8_5-GW231226_101520-combined_PEDataRelease.hdf5,596091584,0bb90cbcd4dc24c37a8c683efd4f5e47,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231226_101520-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
GW240104_164932,20275769,IGWN-GWTC4p1-18965dda8_5-GW240104_164932-combined_PEDataRelease.hdf5,83999452,7fd1eaff7232658722348973f3793bc3,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW240104_164932-combined_PEDataRelease.hdf5/content,IMRPhenomXPHM-SpinTaylor|SEOBNRv5PHM|NRSur7dq4,True,True,False,False
