event,model,parameter,raw_values_read,finite_values,nonfinite_values,minimum_20_pass
GW231206_233134,SEOBNRv5PHM,luminosity_distance,15156,15156,0,True
GW231206_233134,SEOBNRv5PHM,final_mass_source,15156,15156,0,True
GW231206_233134,SEOBNRv5PHM,final_spin,15156,15156,0,True
GW231206_233134,NRSur7dq4,chirp_mass_source,15643,15643,0,True
GW231206_233134,NRSur7dq4,chi_eff,15643,15643,0,True
GW231206_233134,NRSur7dq4,luminosity_distance,15643,15643,0,True
GW231206_233134,NRSur7dq4,final_mass_source,15643,15643,0,True
GW231206_233134,NRSur7dq4,final_spin,15643,15643,0,True
GW231206_233901,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,13711,13711,0,True
GW231206_233901,IMRPhenomXPHM-SpinTaylor,chi_eff,13711,13711,0,True
GW231206_233901,IMRPhenomXPHM-SpinTaylor,luminosity_distance,13711,13711,0,True
GW231206_233901,IMRPhenomXPHM-SpinTaylor,final_mass_source,13711,13711,0,True
GW231206_233901,IMRPhenomXPHM-SpinTaylor,final_spin,13711,13711,0,True
GW231206_233901,SEOBNRv5PHM,chirp_mass_source,14792,14792,0,True
GW231206_233901,SEOBNRv5PHM,chi_eff,14792,14792,0,True
GW231206_233901,SEOBNRv5PHM,luminosity_distance,14792,14792,0,True
GW231206_233901,SEOBNRv5PHM,final_mass_source,14792,14792,0,True
GW231206_233901,SEOBNRv5PHM,final_spin,14792,14792,0,True
GW231206_233901,NRSur7dq4,chirp_mass_source,15046,15046,0,True
GW231206_233901,NRSur7dq4,chi_eff,15046,15046,0,True
GW231206_233901,NRSur7dq4,luminosity_distance,15046,15046,0,True
GW231206_233901,NRSur7dq4,final_mass_source,15046,15046,0,True
GW231206_233901,NRSur7dq4,final_spin,15046,15046,0,True
GW231213_111417,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,14648,14648,0,True
GW231213_111417,IMRPhenomXPHM-SpinTaylor,chi_eff,14648,14648,0,True
GW231213_111417,IMRPhenomXPHM-SpinTaylor,luminosity_distance,14648,14648,0,True
GW231213_111417,IMRPhenomXPHM-SpinTaylor,final_mass_source,14648,14648,0,True
GW231213_111417,IMRPhenomXPHM-SpinTaylor,final_spin,14648,14648,0,True
GW231213_111417,SEOBNRv5PHM,chirp_mass_source,14850,14850,0,True
GW231213_111417,SEOBNRv5PHM,chi_eff,14850,14850,0,True
GW231213_111417,SEOBNRv5PHM,luminosity_distance,14850,14850,0,True
GW231213_111417,SEOBNRv5PHM,final_mass_source,14850,14850,0,True
GW231213_111417,SEOBNRv5PHM,final_spin,14850,14850,0,True
GW231213_111417,NRSur7dq4,chirp_mass_source,14146,14146,0,True
GW231213_111417,NRSur7dq4,chi_eff,14146,14146,0,True
GW231213_111417,NRSur7dq4,luminosity_distance,14146,14146,0,True
GW231213_111417,NRSur7dq4,final_mass_source,14146,14146,0,True
GW231213_111417,NRSur7dq4,final_spin,14146,14146,0,True
GW231223_032836,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,14965,14965,0,True
GW231223_032836,IMRPhenomXPHM-SpinTaylor,chi_eff,14965,14965,0,True
GW231223_032836,IMRPhenomXPHM-SpinTaylor,luminosity_distance,14965,14965,0,True
GW231223_032836,IMRPhenomXPHM-SpinTaylor,final_mass_source,14965,14965,0,True
GW231223_032836,IMRPhenomXPHM-SpinTaylor,final_spin,14965,14965,0,True
GW231223_032836,SEOBNRv5PHM,chirp_mass_source,15350,15350,0,True
GW231223_032836,SEOBNRv5PHM,chi_eff,15350,15350,0,True
GW231223_032836,SEOBNRv5PHM,luminosity_distance,15350,15350,0,True
GW231223_032836,SEOBNRv5PHM,final_mass_source,15350,15350,0,True
GW231223_032836,SEOBNRv5PHM,final_spin,15350,15350,0,True
GW231223_032836,NRSur7dq4,chirp_mass_source,14186,14186,0,True
GW231223_032836,NRSur7dq4,chi_eff,14186,14186,0,True
GW231223_032836,NRSur7dq4,luminosity_distance,14186,14186,0,True
GW231223_032836,NRSur7dq4,final_mass_source,14186,14186,0,True
GW231223_032836,NRSur7dq4,final_spin,14186,14186,0,True
GW231226_101520,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,15250,15250,0,True
GW231226_101520,IMRPhenomXPHM-SpinTaylor,chi_eff,15250,15250,0,True
GW231226_101520,IMRPhenomXPHM-SpinTaylor,luminosity_distance,15250,15250,0,True
GW231226_101520,IMRPhenomXPHM-SpinTaylor,final_mass_source,15250,15250,0,True
GW231226_101520,IMRPhenomXPHM-SpinTaylor,final_spin,15250,15250,0,True
GW231226_101520,SEOBNRv5PHM,chirp_mass_source,16785,16785,0,True
GW231226_101520,SEOBNRv5PHM,chi_eff,16785,16785,0,True
GW231226_101520,SEOBNRv5PHM,luminosity_distance,16785,16785,0,True
GW231226_101520,SEOBNRv5PHM,final_mass_source,16785,16785,0,True
GW231226_101520,SEOBNRv5PHM,final_spin,16785,16785,0,True
GW231226_101520,NRSur7dq4,chirp_mass_source,14175,14175,0,True
GW231226_101520,NRSur7dq4,chi_eff,14175,14175,0,True
GW231226_101520,NRSur7dq4,luminosity_distance,14175,14175,0,True
GW231226_101520,NRSur7dq4,final_mass_source,14175,14175,0,True
GW231226_101520,NRSur7dq4,final_spin,14175,14175,0,True
GW240104_164932,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,13845,13845,0,True
GW240104_164932,IMRPhenomXPHM-SpinTaylor,chi_eff,13845,13845,0,True
GW240104_164932,IMRPhenomXPHM-SpinTaylor,luminosity_distance,13845,13845,0,True
GW240104_164932,IMRPhenomXPHM-SpinTaylor,final_mass_source,13845,13845,0,True
GW240104_164932,IMRPhenomXPHM-SpinTaylor,final_spin,13845,13845,0,True
GW240104_164932,SEOBNRv5PHM,chirp_mass_source,13963,13963,0,True
GW240104_164932,SEOBNRv5PHM,chi_eff,13963,13963,0,True
GW240104_164932,SEOBNRv5PHM,luminosity_distance,13963,13963,0,True
GW240104_164932,SEOBNRv5PHM,final_mass_source,13963,13963,0,True
GW240104_164932,SEOBNRv5PHM,final_spin,13963,13963,0,True
GW240104_164932,NRSur7dq4,chirp_mass_source,14248,14248,0,True
GW240104_164932,NRSur7dq4,chi_eff,14248,14248,0,True
GW240104_164932,NRSur7dq4,luminosity_distance,14248,14248,0,True
GW240104_164932,NRSur7dq4,final_mass_source,14248,14248,0,True
GW240104_164932,NRSur7dq4,final_spin,14248,14248,0,True
