event,model_a,model_b,parameter,finite_n_a,finite_n_b,raw_W1,scale,full_norm_W1,independent_W1_abs_diff,balanced_seed,balanced_n_each,balanced_q05,balanced_median,balanced_q95
GW230811_032116,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_mass_source,16501,16593,0.46451349825780275,6.013670352001178,0.07724292671001262,1.1102230246251565e-16,137677980,4000,0.05339886599250165,0.07709715497875358,0.09998663948355073
GW230811_032116,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_spin,16501,16593,0.00679837025638589,0.07079879520692156,0.09602381278546468,0.0,277707859,4000,0.0736699831934011,0.1000089664471708,0.1218374772928512
GW230811_032116,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chirp_mass_source,16501,19034,0.10439517187622625,2.819817652094553,0.037021958422978805,1.3877787807814457e-17,272237361,4000,0.02191016061014112,0.03931087553881536,0.05824449615104908
GW230811_032116,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chi_eff,16501,19034,0.004833236831007146,0.13855177457763446,0.03488397637447038,0.0,900404084,4000,0.02292182986703171,0.038930283027187915,0.06280874379492815
GW230811_032116,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,luminosity_distance,16501,19034,20.848733028789074,964.7131068846683,0.021611329710358694,3.552713678800501e-15,558530189,4000,0.014356058112314081,0.025747254540817513,0.041738697630463555
GW230811_032116,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_mass_source,16501,19034,0.1273484906602647,6.104125673580423,0.02086269147626632,0.0,402900547,4000,0.018853044140805724,0.028619694432698253,0.045480476888277194
GW230811_032116,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_spin,16501,19034,0.004558662032399492,0.06652351595392453,0.06852707598252789,0.0,592341835,4000,0.055405574695592,0.07179987140767785,0.09493750155220705
GW230811_032116,SEOBNRv5PHM,NRSur7dq4,chirp_mass_source,16593,19034,0.1515121183714523,2.7243928929809176,0.05561316752873849,0.0,804406809,4000,0.04357578607291929,0.05998048415929451,0.07218960845736823
GW230811_032116,SEOBNRv5PHM,NRSur7dq4,chi_eff,16593,19034,0.005214373227721964,0.1409116161609107,0.0370045661939434,0.0,737668444,4000,0.024022717794703174,0.04232716591427555,0.05964705368659837
GW230811_032116,SEOBNRv5PHM,NRSur7dq4,luminosity_distance,16593,19034,39.10102641168551,932.9180497708593,0.04191260574419092,7.105427357601002e-15,551794590,4000,0.033602825849142245,0.04334275283818732,0.060267008460115415
GW230811_032116,SEOBNRv5PHM,NRSur7dq4,final_mass_source,16593,19034,0.5654240289937826,6.113278859060575,0.09249112334467777,1.1102230246251565e-16,483472174,4000,0.07267358922623882,0.08811261401497142,0.11501201485618767
GW230811_032116,SEOBNRv5PHM,NRSur7dq4,final_spin,16593,19034,0.011333354195044132,0.06852631556119332,0.16538688972594126,1.734723475976807e-18,942112315,4000,0.14029797602732863,0.16754240293774628,0.18847454936896738
GW230814_061920,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chirp_mass_source,14560,15471,0.2095686952132474,9.197303856713187,0.022785883610910766,5.551115123125783e-17,528280773,4000,0.016291857171155714,0.027907537070721907,0.0478534256811959
GW230814_061920,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chi_eff,14560,15471,0.026713007817588542,0.22252318453375422,0.1200459532949767,0.0,48992609,4000,0.09725474870398075,0.12227040652317539,0.1459213324377073
