event,model,parameter,median,lower_error,upper_error,q05_reconstructed,q95_reconstructed,mask_pass,finite_pass,nonnegative_error_pass,positive_width_pass,triplet_pass
GW230601_224134,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,45.16109595408657,7.585641797289696,9.973298481880995,37.57545415679687,55.134394435967565,True,True,True,True,True
GW230601_224134,IMRPhenomXPHM-SpinTaylor,chi_eff,-0.03004288805184886,0.31963696275068165,0.28022613479630715,-0.3496798508025305,0.2501832467444583,True,True,True,True,True
GW230601_224134,IMRPhenomXPHM-SpinTaylor,luminosity_distance,3642.398460908386,1801.6153870715186,2136.7331310586255,1840.7830738368673,5779.131591967011,True,True,True,True,True
GW230601_224134,IMRPhenomXPHM-SpinTaylor,final_mass_source,102.73409517617844,14.49471100732164,20.34539247279561,88.2393841688568,123.07948764897405,True,True,True,True,True
GW230601_224134,IMRPhenomXPHM-SpinTaylor,final_spin,0.6680936585612027,0.12764113103134433,0.13197404371546306,0.5404525275298584,0.8000677022766658,True,True,True,True,True
GW230601_224134,SEOBNRv5PHM,chirp_mass_source,44.93734282063997,7.187041269896618,9.752563384067528,37.75030155074335,54.6899062047075,True,True,True,True,True
GW230601_224134,SEOBNRv5PHM,chi_eff,-0.021489233516372202,0.3241140706085873,0.275213070652652,-0.34560330412495954,0.2537238371362798,True,True,True,True,True
GW230601_224134,SEOBNRv5PHM,luminosity_distance,3688.289356338252,1809.654852792609,2057.6488057080096,1878.6345035456432,5745.938162046262,True,True,True,True,True
GW230601_224134,SEOBNRv5PHM,final_mass_source,102.06174786698952,13.714918898637777,20.747642590686624,88.34682896835174,122.80939045767614,True,True,True,True,True
GW230601_224134,SEOBNRv5PHM,final_spin,0.669588565250125,0.12659611782174063,0.12129114476179326,0.5429924474283844,0.7908797100119183,True,True,True,True,True
GW230601_224134,NRSur7dq4,chirp_mass_source,45.06318934971476,7.4575226902420795,9.747897489229914,37.60566665947268,54.811086838944675,True,True,True,True,True
GW230601_224134,NRSur7dq4,chi_eff,-0.027820859147986994,0.32471281637017985,0.2647098968751746,-0.35253367551816683,0.2368890377271876,True,True,True,True,True
GW230601_224134,NRSur7dq4,luminosity_distance,3683.323940481596,1814.7721123078752,2142.0386698748325,1868.5518281737207,5825.362610356428,True,True,True,True,True
GW230601_224134,NRSur7dq4,final_mass_source,102.04400347701211,14.356756379240949,20.512910604628274,87.68724709777116,122.55691408164039,True,True,True,True,True
GW230601_224134,NRSur7dq4,final_spin,0.6657618797909391,0.12631958850042768,0.10448755502449625,0.5394422912905115,0.7702494348154354,True,True,True,True,True
GW230606_004305,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,26.469324148257428,3.666897543364538,5.708934062160509,22.80242660489289,32.17825821041794,True,True,True,True,True
GW230606_004305,IMRPhenomXPHM-SpinTaylor,chi_eff,-0.11038489917244837,0.3057068779674214,0.2457864508333849,-0.4160917771398698,0.13540155166093654,True,True,True,True,True
GW230606_004305,IMRPhenomXPHM-SpinTaylor,luminosity_distance,2743.135890325288,1406.6015130663816,1531.3237519752943,1336.5343772589065,4274.459642300582,True,True,True,True,True
GW230606_004305,IMRPhenomXPHM-SpinTaylor,final_mass_source,60.662680536838195,7.948243294976244,12.74758461327933,52.71443724186195,73.41026515011752,True,True,True,True,True
GW230606_004305,IMRPhenomXPHM-SpinTaylor,final_spin,0.64204368468334,0.1497923258858156,0.09971195351463125,0.49225135879752446,0.7417556381979713,True,True,True,True,True
GW230606_004305,SEOBNRv5PHM,chirp_mass_source,26.538482787697788,3.598624624739177,5.664227677076845,22.93985816295861,32.20271046477463,True,True,True,True,True
GW230606_004305,SEOBNRv5PHM,chi_eff,-0.1074981531367,0.3128269896295257,0.2729709188828736,-0.4203251427662257,0.16547276574617362,True,True,True,True,True
GW230606_004305,SEOBNRv5PHM,luminosity_distance,2761.4491792388158,1404.3046341052923,1503.5356590386705,1357.1445451335235,4264.984838277486,True,True,True,True,True
GW230606_004305,SEOBNRv5PHM,final_mass_source,60.95163739851298,8.150658117326017,12.770327721398964,52.80097928118696,73.72196511991194,True,True,True,True,True
GW230606_004305,SEOBNRv5PHM,final_spin,0.6465318846085851,0.14490629918540632,0.11250024809886194,0.5016255854231788,0.7590321327074471,True,True,True,True,True
GW230606_004305,NRSur7dq4,chirp_mass_source,26.636367283610596,3.538950696827822,5.895019878618058,23.097416586782774,32.531387162228654,True,True,True,True,True
GW230606_004305,NRSur7dq4,chi_eff,-0.09939652150413633,0.29852517922476485,0.26319141805318985,-0.3979217007289012,0.16379489654905352,True,True,True,True,True
GW230606_004305,NRSur7dq4,luminosity_distance,2774.4609530469015,1425.2540995568816,1477.6035601360772,1349.20685349002,4252.064513182979,True,True,True,True,True
GW230606_004305,NRSur7dq4,final_mass_source,60.83262548361863,7.922120481009372,13.037832089880297,52.910505002609256,73.87045757349892,True,True,True,True,True
GW230606_004305,NRSur7dq4,final_spin,0.6462558649379435,0.14033294154707787,0.10457507515839448,0.5059229233908656,0.750830940096338,True,True,True,True,True
GW230608_205047,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,32.68688264177604,5.490299949171305,7.504674511090556,27.196582692604732,40.191557152866594,True,True,True,True,True
GW230608_205047,IMRPhenomXPHM-SpinTaylor,chi_eff,0.049521115739103894,0.2714766532414551,0.25583465800898014,-0.2219555375023512,0.30535577374808404,True,True,True,True,True
GW230608_205047,IMRPhenomXPHM-SpinTaylor,luminosity_distance,3490.7609504540555,1731.693061497948,2241.677196250314,1759.0678889561075,5732.4381467043695,True,True,True,True,True
GW230608_205047,IMRPhenomXPHM-SpinTaylor,final_mass_source,75.1730183297306,10.696554196661978,15.003703945490116,64.47646413306862,90.17672227522071,True,True,True,True,True
GW230608_205047,IMRPhenomXPHM-SpinTaylor,final_spin,0.6972143642996689,0.1567880262242255,0.11295137648840159,0.5404263380754434,0.8101657407880705,True,True,True,True,True
GW230608_205047,SEOBNRv5PHM,chirp_mass_source,32.66564157737562,5.230611338588343,7.143056461944056,27.435030238787274,39.80869803931967,True,True,True,True,True
GW230608_205047,SEOBNRv5PHM,chi_eff,0.03672927718395996,0.2545009995372157,0.2520284550884613,-0.21777172235325576,0.28875773227242124,True,True,True,True,True
GW230608_205047,SEOBNRv5PHM,luminosity_distance,3475.945313161196,1703.1210605998165,2164.996325663235,1772.8242525613794,5640.941638824431,True,True,True,True,True
GW230608_205047,SEOBNRv5PHM,final_mass_source,75.2824944989126,10.940613089774303,14.927554784432687,64.3418814091383,90.21004928334528,True,True,True,True,True
GW230608_205047,SEOBNRv5PHM,final_spin,0.6892263077332645,0.1414869456657556,0.11314491132937132,0.547739362067509,0.8023712190626359,True,True,True,True,True
GW230608_205047,NRSur7dq4,chirp_mass_source,32.64024909065196,5.358423266086891,7.305792139918509,27.28182582456507,39.94604123057047,True,True,True,True,True
GW230608_205047,NRSur7dq4,chi_eff,0.036882710965459475,0.2511623730850068,0.24323618572332167,-0.2142796621195473,0.28011889668878115,True,True,True,True,True
GW230608_205047,NRSur7dq4,luminosity_distance,3469.3484766589495,1721.6197038406071,2215.972888394587,1747.7287728183423,5685.321365053536,True,True,True,True,True
GW230608_205047,NRSur7dq4,final_mass_source,75.02086272972184,10.68427745341782,14.83836653005389,64.33658527630402,89.85922925977573,True,True,True,True,True
GW230608_205047,NRSur7dq4,final_spin,0.6859147467808627,0.13999118948269573,0.10099192412133162,0.545923557298167,0.7869066709021943,True,True,True,True,True
GW230609_064958,IMRPhenomXPHM-SpinTaylor,chirp_mass_source,25.572737729472955,3.6394298490990735,5.656998288042811,21.93330788037388,31.229736017515766,True,True,True,True,True
GW230609_064958,IMRPhenomXPHM-SpinTaylor,chi_eff,-0.12424078470413832,0.2698738986846251,0.21755921252209057,-0.39411468338876343,0.09331842781795224,True,True,True,True,True
GW230609_064958,IMRPhenomXPHM-SpinTaylor,luminosity_distance,3362.4591590613004,1760.947543537622,1926.5414638555471,1601.5116155236783,5289.0006229168475,True,True,True,True,True
GW230609_064958,IMRPhenomXPHM-SpinTaylor,final_mass_source,57.970373032697324,7.786569909181438,12.197942330611909,50.18380312351589,70.16831536330923,True,True,True,True,True
GW230609_064958,IMRPhenomXPHM-SpinTaylor,final_spin,0.6460200240404322,0.13470233121175457,0.09111521279058155,0.5113176928286777,0.7371352368310138,True,True,True,True,True
